 lit301: time:  0.746958017349 value:  0.636777777777 
 lit301: time:  1.54266405106 value:  0.636777777777 
 lit301: time:  2.35203099251 value:  0.636777777777 
 lit301: time:  3.17097306252 value:  0.636777777777 
 lit301: time:  4.03182888031 value:  0.636777777777 
 lit301: time:  4.86381793022 value:  0.636777777777 
 lit301: time:  5.72480893135 value:  0.636777777777 
 lit301: time:  6.8545498848 value:  0.636777777777 
 lit301: time:  8.19351506233 value:  0.636777777777 
 lit301: time:  9.49472308159 value:  0.636777777777 
 lit301: time:  10.799175024 value:  0.636777777777 
 lit301: time:  12.0669620037 value:  0.636777777777 
 lit301: time:  13.3400740623 value:  0.636777777777 
 lit301: time:  14.6204988956 value:  0.636777777777 
 lit301: time:  15.9225139618 value:  0.636777777777 
 lit301: time:  17.2030088902 value:  0.636777777777 
 lit301: time:  18.4600028992 value:  0.636777777777 
 lit301: time:  20.0466020107 value:  0.636777777777 
 lit301: time:  21.8265440464 value:  0.636777777777 
 lit301: time:  23.4828510284 value:  0.636777777777 
 lit301: time:  25.1588959694 value:  0.636777777777 
 lit301: time:  26.7695250511 value:  0.636777777777 
 lit301: time:  28.8753340244 value:  0.636777777777 
 lit301: time:  30.8626039028 value:  0.636777777777 
 lit301: time:  32.8625750542 value:  0.636777777777 
 lit301: time:  34.9828228951 value:  0.636777777777 
 lit301: time:  36.9963610172 value:  0.636777777777 
 lit301: time:  38.9667918682 value:  0.636777777777 
 lit301: time:  41.3539459705 value:  0.636777777777 
 lit301: time:  43.6698708534 value:  0.636777777777 
 lit301: time:  46.19074893 value:  0.636777777777 
 lit301: time:  48.6919870377 value:  0.391666666667 
 lit301: time:  51.1114630699 value:  0.391666666667 
 lit301: time:  53.5226330757 value:  0.399833333333 
 lit301: time:  55.8009519577 value:  0.409814814815 
 lit301: time:  58.2433049679 value:  0.418888888889 
 lit301: time:  60.5982558727 value:  0.42887037037 
 lit301: time:  63.0172150135 value:  0.438851851852 
 lit301: time:  65.4545938969 value:  0.448833333333 
 lit301: time:  67.7559640408 value:  0.458814814815 
 lit301: time:  70.2234790325 value:  0.467888888889 
 lit301: time:  72.5585360527 value:  0.478777777778 
 lit301: time:  74.8807840347 value:  0.487851851852 
 lit301: time:  77.3462359905 value:  0.497833333333 
 lit301: time:  79.6356868744 value:  0.507814814815 
 lit301: time:  82.0266158581 value:  0.516888888889 
 lit301: time:  84.4962489605 value:  0.52687037037 
 lit301: time:  86.994768858 value:  0.536851851852 
 lit301: time:  89.4585959911 value:  0.546833333333 
 lit301: time:  91.8906979561 value:  0.556814814815 
 lit301: time:  94.2334160805 value:  0.566796296296 
 lit301: time:  96.6308989525 value:  0.576777777778 
