2019-05-26 17:25:15,004 - REPLAY START
2019-05-26 17:25:15,004 - ATTACK
2019-05-26 17:25:15,771 - ATTACK
2019-05-26 17:25:16,764 - ATTACK
2019-05-26 17:25:18,103 - ATTACK
2019-05-26 17:25:19,818 - ATTACK
2019-05-26 17:25:21,503 - ATTACK
2019-05-26 17:25:23,295 - ATTACK
2019-05-26 17:25:25,167 - ATTACK
2019-05-26 17:25:27,599 - ATTACK
2019-05-26 17:25:30,447 - ATTACK
2019-05-26 17:25:33,451 - ATTACK
2019-05-26 17:25:36,375 - ATTACK
2019-05-26 17:25:39,123 - ATTACK
2019-05-26 17:25:41,923 - ATTACK
2019-05-26 17:25:44,643 - ATTACK
2019-05-26 17:25:47,438 - ATTACK
2019-05-26 17:25:50,100 - ATTACK
2019-05-26 17:25:52,784 - ATTACK
2019-05-26 17:25:55,736 - ATTACK
2019-05-26 17:25:58,549 - ATTACK
2019-05-26 17:26:01,519 - ATTACK
2019-05-26 17:26:04,255 - ATTACK
2019-05-26 17:26:07,147 - ATTACK
2019-05-26 17:26:10,006 - ATTACK
2019-05-26 17:26:12,751 - ATTACK
2019-05-26 17:26:15,595 - ATTACK
2019-05-26 17:26:18,363 - ATTACK
2019-05-26 17:26:21,142 - ATTACK
2019-05-26 17:26:24,035 - ATTACK
2019-05-26 17:26:26,607 - ATTACK
2019-05-26 17:26:29,281 - ATTACK
2019-05-26 17:26:31,952 - ATTACK
2019-05-26 17:26:34,842 - ATTACK
2019-05-26 17:26:37,708 - ATTACK
2019-05-26 17:26:40,443 - ATTACK
2019-05-26 17:26:43,303 - ATTACK
2019-05-26 17:26:45,991 - ATTACK
2019-05-26 17:26:48,843 - ATTACK
2019-05-26 17:26:51,695 - ATTACK
2019-05-26 17:26:54,450 - ATTACK
2019-05-26 17:26:57,411 - ATTACK
2019-05-26 17:26:59,979 - ATTACK
2019-05-26 17:27:02,893 - ATTACK
2019-05-26 17:27:05,839 - ATTACK
2019-05-26 17:27:08,552 - ATTACK
2019-05-26 17:27:11,419 - ATTACK
2019-05-26 17:27:14,116 - ATTACK
2019-05-26 17:27:16,859 - ATTACK
2019-05-26 17:27:19,639 - ATTACK
2019-05-26 17:27:22,295 - ATTACK
2019-05-26 17:27:25,195 - ATTACK
2019-05-26 17:27:28,003 - ATTACK
2019-05-26 17:27:30,679 - ATTACK
2019-05-26 17:27:33,624 - ATTACK
2019-05-26 17:27:36,316 - ATTACK
2019-05-26 17:27:39,139 - ATTACK
2019-05-26 17:27:41,909 - ATTACK
2019-05-26 17:27:44,511 - ATTACK
2019-05-26 17:27:47,396 - ATTACK
2019-05-26 17:27:50,139 - ATTACK
2019-05-26 17:27:52,995 - ATTACK
2019-05-26 17:27:55,807 - ATTACK
2019-05-26 17:27:58,539 - ATTACK
2019-05-26 17:28:01,371 - ATTACK
2019-05-26 17:28:04,099 - ATTACK
2019-05-26 17:28:07,034 - ATTACK
2019-05-26 17:28:09,783 - ATTACK
2019-05-26 17:28:12,463 - ATTACK
2019-05-26 17:28:15,388 - ATTACK
2019-05-26 17:28:18,109 - ATTACK
2019-05-26 17:28:20,940 - ATTACK
2019-05-26 17:28:23,748 - ATTACK
2019-05-26 17:28:26,539 - ATTACK
2019-05-26 17:28:29,458 - ATTACK
2019-05-26 17:28:32,183 - ATTACK
2019-05-26 17:28:34,969 - ATTACK
2019-05-26 17:28:37,972 - ATTACK
2019-05-26 17:28:37,972 - REPLAY STOP
2019-05-26 18:15:47,795 - REPLAY START
2019-05-26 18:15:47,795 - ATTACK
2019-05-26 18:15:51,079 - ATTACK
2019-05-26 18:15:54,155 - ATTACK
2019-05-26 18:15:57,253 - ATTACK
2019-05-26 18:16:00,495 - ATTACK
2019-05-26 18:16:03,675 - ATTACK
