DEBUG get_query: SELECT value FROM industry WHERE name = ? AND pid = ?
DEBUG set_query: UPDATE industry SET value = ? WHERE name = ? AND pid = ?
DEBUG EnipProtocol server addr:  192.168.1.13
DEBUG: concatenating server address with default port.
DEBUG enip server tags_string:  LIT101:1=REAL LIT102:1=REAL LIT103:1=REAL Q101:1=REAL Q102:1=REAL 
DEBUG enip _start_server cmd:  ['/usr/bin/python', '-m', 'cpppo.server.enip', '--print', '--log', 'logs/protocols_tests_enip_server', '--address', '192.168.1.13:44818', 'LIT101:1=REAL', 'LIT102:1=REAL', 'LIT103:1=REAL', 'Q101:1=REAL', 'Q102:1=REAL']
0   [0.4, 0.2, 0.3]
1   [0.40000000000000002, 0.20000000000000001, 0.29999999999999999]
2   [0.40577172436936071, 0.20627243844621512, 0.30006824040317204]
3   [0.39853166457564881, 0.2001327438289382, 0.30012649726860591]
4   [0.41046548214472783, 0.20918034412918238, 0.30022736288737101]
5   [0.40333080566556556, 0.20294092555370827, 0.3003671590315371]
6   [0.41446450500177617, 0.21144147957009685, 0.30053986738010607]
7   [0.40649180047473349, 0.20465212275857608, 0.3007343848135543]
8   [0.41688415243467203, 0.21267149022216947, 0.30094595311497357]
9   [0.40827692748038968, 0.20547377200620248, 0.30116580605363757]
10   [0.41813160681540051, 0.21315051935638529, 0.30139146495989599]
11   [0.40907165546777813, 0.20566767622351828, 0.30161612867181603]
12   [0.41854743440873182, 0.21310922535391599, 0.30183903091007708]
13   [0.40917263016283789, 0.20543432930905403, 0.3020548214554587]
14   [0.4183889241412948, 0.21272103598635364, 0.30226398759215672]
15   [0.4088024471593274, 0.2049232524830816, 0.30246223442882197]
16   [0.4178481950907254, 0.21211444830911944, 0.30265095906457973]
17   [0.408126489714912, 0.20424449257158436, 0.30282662299928037]
18   [0.41706719753518012, 0.21138334682742566, 0.30299127490563732]
19   [0.40726619390862828, 0.20347779879608377, 0.30314190831902293]
20   [0.41614942984227343, 0.21059514093920839, 0.30328102982868754]
21   [0.40630939697510376, 0.20267982716004579, 0.30340599760120462]
22   [0.41516907692775767, 0.20979713515738904, 0.30351963151707301]
23   [0.40531840498948257, 0.20188976656746588, 0.30361953037238615]
24   [0.41417812905754814, 0.20902149247428781, 0.30370872001403143]
25   [0.40433627020134205, 0.2011337126096778, 0.30378494885621649]
26   [0.41321191251441841, 0.20828908424587722, 0.30385136977520338]
27   [0.40339165901216734, 0.20042805194432076, 0.30390581518419935]
28   [0.41229336947776912, 0.2076124619662654, 0.30395150685696148]
29   [0.40250261019757122, 0.19978206922311045, 0.3039863147090614]
30   [0.41143635345679974, 0.20699814024165861, 0.30401348801332329]
31   [0.4016794200550024, 0.19919994276651398, 0.30403090145771322]
32   [0.41064815106627978, 0.20644833874310817, 0.30404180335570641]
33   [0.40092684257611322, 0.19868226197844191, 0.30404405079076174]
34   [0.40993139791583066, 0.20596230166714571, 0.30404087196657059]
35   [0.40024575432879894, 0.19822717243763055, 0.30403009188283786]
36   [0.40928552204837559, 0.20553728891885789, 0.30401490640813966]
37   [0.39963440281196777, 0.19783123152689244, 0.30399309978624062]
38   [0.40870782067033296, 0.20516931251873619, 0.30396782841647896]
39   [0.3990893324321112, 0.19749004010847007, 0.30393683132338906]
40   [0.40819425390945696, 0.20485367640659319, 0.30390322198665359]
41   [0.3986060624987624, 0.19719870185180108, 0.30386469274027533]
42   [0.40774002162982731, 0.20458536539262895, 0.30382431330246834]
43   [0.39817957577600993, 0.19695215074471004, 0.30377972991627211]
44   [0.40733997513679032, 0.20435931913694486, 0.30373396948974979]
45   [0.39780466342834991, 0.19674537852740243, 0.30368463415385688]
46   [0.4069889042549738, 0.20417061920852778, 0.3036347101381906]
47   [0.39747616206483205, 0.19657358681661319, 0.30358175830612316]
48   [0.40668173122273682, 0.20401461106898539, 0.30352872706591771]
49   [0.39718911053098821, 0.1964322831658806, 0.3034731393471361]
50   [0.40641363567828015, 0.20388697791613788, 0.30341790898669591]
51   [0.39693884772653076, 0.19631733594366782, 0.30336052453252371]
52   [0.40618012935643738, 0.20378377944588524, 0.30330386865463499]
53   [0.39702774121833484, 0.19632134538294618, 0.30324769747155661]
54   [0.4068937131829044, 0.20398845747583264, 0.30319928372861904]
55   [0.39831362714399277, 0.19670442563269522, 0.30316006169262355]
56   [0.40865419113742413, 0.20450994253814622, 0.30313579350508002]
57   [0.40045561665805596, 0.19732659198597885, 0.30312626464226861]
58   [0.41109636599288207, 0.20520049416994504, 0.30313563224790657]
59   [0.40312810485348594, 0.19805858983574035, 0.30316242787303271]
60   [0.41393960411057923, 0.20595174384296969, 0.30320967641897362]
61   [0.40609147463586348, 0.19881100471233654, 0.30327505493268608]
62   [0.41698033247067562, 0.20669077262862198, 0.30336083048206475]
63   [0.40917355833868146, 0.19952511647143656, 0.30346412782485721]
64   [0.4200736762278936, 0.20737102096741464, 0.30358672929898473]
65   [0.41225315128041834, 0.20016473768641727, 0.30372543144957609]
66   [0.42311892849252647, 0.20796510972521526, 0.30388172664346358]
67   [0.41524726757433089, 0.20070993493133746, 0.30405224001775727]
68   [0.42604839637653091, 0.20845936432326043, 0.30423831163671156]
69   [0.41810138281558862, 0.20115226191513322, 0.30443650384843524]
70   [0.42881886938071745, 0.20884967312309835, 0.30464809863379755]
71   [0.42078197998600164, 0.20149116945178147, 0.30486966856900621]
72   [0.43140511124365211, 0.20913838322865297, 0.30510250013061119]
73   [0.42332255506764443, 0.20187744156941026, 0.3053443141668335]
74   [0.43394946945137436, 0.20976715751743408, 0.30559857717014888]
