DEBUG get_query: SELECT value FROM industry WHERE name = ? AND pid = ?
DEBUG set_query: UPDATE industry SET value = ? WHERE name = ? AND pid = ?
DEBUG EnipProtocol server addr:  192.168.1.13
DEBUG: concatenating server address with default port.
DEBUG enip server tags_string:  LIT101:1=REAL LIT102:1=REAL LIT103:1=REAL Q101:1=REAL Q102:1=REAL 
DEBUG enip _start_server cmd:  ['/usr/bin/python', '-m', 'cpppo.server.enip', '--print', '--log', 'logs/protocols_tests_enip_server', '--address', '192.168.1.13:44818', 'LIT101:1=REAL', 'LIT102:1=REAL', 'LIT103:1=REAL', 'Q101:1=REAL', 'Q102:1=REAL']
0   [0.4, 0.2, 0.3]
1   [0.40000000000000002, 0.20000000000000001, 0.29999999999999999]
2   [0.41280442325754291, 0.2089639968265119, 0.30012252852275362]
3   [0.41567599568411279, 0.21020123628816176, 0.30038512301166687]
4   [0.41595061541019729, 0.20950419691143146, 0.30066140775685513]
5   [0.41557371080280264, 0.20841086642811943, 0.30092043871203966]
6   [0.41504940219007075, 0.20731116808844743, 0.30115616784576538]
7   [0.41450586406837969, 0.2062963140239007, 0.30136878349615243]
8   [0.41397381879668443, 0.20538079310170776, 0.30155988893995994]
9   [0.41345916635699048, 0.20456019698835889, 0.30173127846200543]
10   [0.4129618257328535, 0.20382616309840612, 0.30188464486643085]
11   [0.41248054635454973, 0.20317013890368718, 0.30202152505107943]
12   [0.41201407625580805, 0.20258424856138033, 0.30214330386630484]
13   [0.41156139670946812, 0.20206142143267131, 0.30225123011797039]
14   [0.41112172770413463, 0.20159534328588302, 0.30234643325942706]
15   [0.41069448533762304, 0.20118037392328203, 0.30242993824398939]
16   [0.41027923607107503, 0.20081146654905635, 0.30250267824581345]
17   [0.40987565769358847, 0.20048409629812633, 0.30256550546829042]
18   [0.40948350805453293, 0.20019419839690356, 0.30261920033544437]
19   [0.40910260062322501, 0.19993811488295912, 0.30266447933648949]
20   [0.40873278565300841, 0.19971254862436433, 0.30270200175100265]
21   [0.4083739358447297, 0.19951452350581714, 0.30273237544209325]
22   [0.40802593558923955, 0.19934134982299465, 0.30275616187122817]
23   [0.40768867304075385, 0.19919059408693354, 0.30277388046077575]
24   [0.40736203441771462, 0.19906005257553985, 0.30278601240790537]
25   [0.4070459000461607, 0.19894772808096201, 0.30279300403525528]
26   [0.40674014175663131, 0.19885180939324773, 0.30279526974894383]
27   [0.40644462132330084, 0.19877065313601308, 0.3027931946623898]
28   [0.40615918969678821, 0.19870276763178965, 0.30278713693450621]
29   [0.40588368683279519, 0.19864679852579964, 0.3027774298627155]
30   [0.40561794195969886, 0.19860151593916581, 0.30276438376456594]
